"","id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"48","w10056093","bronze","bronze","1",1,13,"JOL Mixed A","artery","Study1","U","Study Phase","5","Recall1",3459
"49","w10056185","bronze","bronze","1",1,13,"JOL Mixed A","artery","Study1","U","Study Phase","54","Recall1",2473
"50","w10058966_ah","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","0","Recall1",2116
"51","w10070287_arm","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","13","Recall1",5242
"52","w10074516","vein","bronze","0.333333333333333",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","23","Recall1",3709
"53","w10080170","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","10","Recall1",3496
"54","w10082287","blood","bronze","0.333333333333333",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","0","Recall1",5289
"55","w10082458","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","2","Recall1",2306
"56","w10084563@usm.edu","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","20","Recall1",3484
"57","w10091258_kj","bronze","bronze","1",1,13,"JOL Mixed A","artery","Study1","U","Study Phase","0","Recall1",5946
"58","w10093220BEB","bronze","bronze","1",1,13,"JOL Mixed A","artery","Study1","U","Study Phase","25","Recall1",5955
"59","w10111651","war","bronze","0.166666666666667",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","1","Recall1",4265
"60","w310126","heasrt","bronze","0.333333333333333",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","0","Recall1",6624
"61","w911072","heart","bronze","0.333333333333333",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","9","Recall1",5299
"62","10029010","delinquent","delinquent","1",1,13,"JOL Mixed A","bad","Study1","B","Study Phase","90","Recall1",7882
"63","10080744","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","100","Recall1",730
"64","60f9335d7ab4c823703f0566","deliquent","delinquent","0.8",1,13,"JOL Mixed A","bad","Study1","B","Study Phase","60","Recall1",26805
"65","610f3b5db7929524cd37e09e","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","50","Recall1",1876
"66","610ffce1f0bccd9e5ae26172","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","5","Recall1",7847
"67","w10006808","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","30","Recall1",1553
"68","w10056093","good","delinquent","0.1",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","60","Recall1",3762
"69","w10056185","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","94","Recall1",928
"70","w10058966_ah","delinquent","delinquent","1",1,13,"JOL Mixed A","bad","Study1","B","Study Phase","50","Recall1",4486
"71","w10070287_arm","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","86","Recall1",1648
"72","w10074516","delinquent","delinquent","1",1,13,"JOL Mixed A","bad","Study1","B","Study Phase","98","Recall1",7566
"73","w10080170","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","65","Recall1",22058
"74","w10082287","decision ","delinquent","0.4",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","75","Recall1",4573
"75","w10082458","good","delinquent","0.1",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","60","Recall1",1781
"76","w10084563@usm.edu","easy","delinquent","0.1",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","10","Recall1",3431
"77","w10091258_kj","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","100","Recall1",12260
"78","w10093220BEB","delinequite ","delinquent","0.833333333333333",1,13,"JOL Mixed A","bad","Study1","B","Study Phase","25","Recall1",10391
"79","w10111651","dilenquent","delinquent","1",1,13,"JOL Mixed A","bad","Study1","B","Study Phase","70","Recall1",4440
"80","w310126","","delinquent","0",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","10","Recall1",1262
"81","w911072","good","delinquent","0.1",0,13,"JOL Mixed A","bad","Study1","B","Study Phase","67","Recall1",5380
"82","10029010","swan","swan","1",1,13,"JOL Mixed A","bird","Study1","B","Study Phase","90","Recall1",4108
"83","10080744","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","100","Recall1",1334
"84","60f9335d7ab4c823703f0566","swan","swan","1",1,13,"JOL Mixed A","bird","Study1","B","Study Phase","50","Recall1",36173
"85","610f3b5db7929524cd37e09e","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","75","Recall1",2652
"86","610ffce1f0bccd9e5ae26172","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","70","Recall1",20695
"87","w10006808","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","30","Recall1",1314
"88","w10056093","penguin","swan","0.142857142857143",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","85","Recall1",5342
"89","w10056185","swan","swan","1",1,13,"JOL Mixed A","bird","Study1","B","Study Phase","95","Recall1",14366
"90","w10058966_ah","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","39","Recall1",1482
"91","w10070287_arm","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","87","Recall1",2052
"92","w10074516","swan","swan","1",1,13,"JOL Mixed A","bird","Study1","B","Study Phase","99","Recall1",6585
"93","w10080170","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","12","Recall1",3476
"94","w10082287","nest","swan","0.5",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","75","Recall1",5942
"95","w10082287","swan","swan","1",1,13,"JOL Mixed A","bird","Study1","B","Study Phase2","50","Recall2",4454
"96","w10082458","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","75","Recall1",1366
"97","w10084563@usm.edu","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","50","Recall1",897
"98","w10091258_kj","swan","swan","1",1,13,"JOL Mixed A","bird","Study1","B","Study Phase","100","Recall1",3468
"99","w10093220BEB","swan","swan","1",1,13,"JOL Mixed A","bird","Study1","B","Study Phase","50","Recall1",3202
"100","w10111651","cage","swan","0.25",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","95","Recall1",8870
"101","w310126","","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","40","Recall1",54350
"102","w911072","pelican","swan","0",0,13,"JOL Mixed A","bird","Study1","B","Study Phase","80","Recall1",32947
"103","10029010","debit","credit","0.666666666666667",0,13,"JOL Mixed A","card","Study1","B","Study Phase","90","Recall1",4972
"104","10080744","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",2770
"105","60f9335d7ab4c823703f0566","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","90","Recall1",7638
"106","610f3b5db7929524cd37e09e","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","90","Recall1",2680
"107","610ffce1f0bccd9e5ae26172","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","25","Recall1",3784
"108","w10006808","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","80","Recall1",3819
"109","w10056093","stock","credit","0.333333333333333",0,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",3918
"110","w10056185","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","90","Recall1",2483
"111","w10058966_ah","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","86","Recall1",3238
"112","w10070287_arm","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",2785
"113","w10074516","holiday","credit","0.285714285714286",0,13,"JOL Mixed A","card","Study1","B","Study Phase","90","Recall1",7937
"114","w10080170","","credit","0",0,13,"JOL Mixed A","card","Study1","B","Study Phase","90","Recall1",3630
"115","w10082287","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","70","Recall1",2466
"116","w10082458","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",2140
"117","w10084563@usm.edu","","credit","0",0,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",1683
"118","w10091258_kj","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",4284
"119","w10093220BEB","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","30","Recall1",8186
"120","w10111651","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","90","Recall1",2637
"121","w310126","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",4029
"122","w911072","credit","credit","1",1,13,"JOL Mixed A","card","Study1","B","Study Phase","100","Recall1",5863
"123","10029010","money","would","0.2",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","45","Recall1",4028
"124","10080744","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","20","Recall1",2744
"125","60f9335d7ab4c823703f0566","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","40","Recall1",11678
"126","610f3b5db7929524cd37e09e","card","would","0.2",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","0","Recall1",3207
"127","610ffce1f0bccd9e5ae26172","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","2","Recall1",1088
"128","w10006808","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","0","Recall1",1610
"129","w10056093","wage","would","0.2",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","10","Recall1",2929
"130","w10056185","credit","would","0.166666666666667",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","0","Recall1",2251
"131","w10058966_ah","wage","would","0.2",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","0","Recall1",4396
"132","w10070287_arm","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","35","Recall1",3380
"133","w10074516","money","would","0.2",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","12","Recall1",3139
"134","w10080170","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","10","Recall1",4158
"135","w10082287","money ","would","0.166666666666667",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","20","Recall1",2340
"136","w10082458","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","10","Recall1",2088
"137","w10084563@usm.edu","money","would","0.2",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","15","Recall1",5464
"138","w10091258_kj","","would","0",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","0","Recall1",2081
"139","w10093220BEB","credit","would","0.166666666666667",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","70","Recall1",6823
"140","w10111651","credit","would","0.166666666666667",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","0","Recall1",3585
"141","w310126","credit","would","0.166666666666667",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","0","Recall1",6109
"142","w911072","money","would","0.2",0,13,"JOL Mixed A","cash","Study1","U","Study Phase","12","Recall1",7667
"143","10029010","chores","hygiene","0.285714285714286",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","86","Recall1",16094
"144","10080744","","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","100","Recall1",900
"145","60f9335d7ab4c823703f0566","hygiene","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","90","Recall1",30494
"146","610f3b5db7929524cd37e09e","hygienic","hygiene","0.875",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","90","Recall1",6667
"147","610ffce1f0bccd9e5ae26172","","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","90","Recall1",8509
"148","w10006808","","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","30","Recall1",2832
"149","w10056093","hygiene","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","40","Recall1",7293
"150","w10056185","","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","100","Recall1",2440
"151","w10058966_ah","hygiene","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","33","Recall1",2473
"152","w10070287_arm","hygiene ","hygiene","0.875",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","92","Recall1",4804
"153","w10074516","room","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","67","Recall1",3380
"154","w10080170","hygiene","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","100","Recall1",5534
"155","w10082287","hygiene","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","60","Recall1",5540
"156","w10082458","dirty","hygiene","0.285714285714286",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","60","Recall1",3607
"157","w10082458","dirty","hygiene","0.285714285714286",0,13,"JOL Mixed A","clean","Study1","B","Study Phase2","50","Recall2",2706
"158","w10084563@usm.edu","","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","60","Recall1",1829
"159","w10091258_kj","hygiene","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","100","Recall1",3913
"160","w10093220BEB","","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","50","Recall1",10353
"161","w10111651","hygeine","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","100","Recall1",4482
"162","w310126","hygiene","hygiene","1",1,13,"JOL Mixed A","clean","Study1","B","Study Phase","50","Recall1",8588
"163","w911072","","hygiene","0",0,13,"JOL Mixed A","clean","Study1","B","Study Phase","96","Recall1",14582
"164","10029010","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","67","Recall1",5212
"165","10080744","","bitter","0",0,13,"JOL Mixed A","cold","Study1","B","Study Phase",NA,"Recall1",944
"166","60f9335d7ab4c823703f0566","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","80","Recall1",36054
"167","610f3b5db7929524cd37e09e","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","80","Recall1",2855
"168","610ffce1f0bccd9e5ae26172","","bitter","0",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","60","Recall1",1834
"169","w10006808","","bitter","0",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","0","Recall1",1469
"170","w10056093","chill","bitter","0.166666666666667",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","40","Recall1",3459
"171","w10056185","","bitter","0",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","92","Recall1",1992
"172","w10058966_ah","freeze","bitter","0.666666666666667",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","45","Recall1",5613
"173","w10070287_arm","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","65","Recall1",2482
"174","w10074516","sick","bitter","0.166666666666667",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","89","Recall1",4541
"175","w10080170","w","bitter","0",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","0","Recall1",5599
"176","w10082287","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","50","Recall1",2394
"177","w10082458","night","bitter","0.333333333333333",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","78","Recall1",7219
"178","w10084563@usm.edu","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","25","Recall1",5306
"179","w10091258_kj","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","100","Recall1",2725
"180","w10093220BEB","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","30","Recall1",2659
"181","w10111651","bitter","bitter","1",1,13,"JOL Mixed A","cold","Study1","B","Study Phase","2","Recall1",2649
"182","w310126","hot","bitter","0.166666666666667",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","0","Recall1",3143
"183","w911072","soup","bitter","0",0,13,"JOL Mixed A","cold","Study1","B","Study Phase","12","Recall1",5493
"184","10029010","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","95","Recall1",3771
"185","10080744","","herd","0",0,13,"JOL Mixed A","cow","Study1","B","Study Phase","80","Recall1",829
"186","10080744","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase2","90","Recall2",1570
"187","60f9335d7ab4c823703f0566","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","80","Recall1",5144
"188","610f3b5db7929524cd37e09e","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","50","Recall1",2138
"189","610ffce1f0bccd9e5ae26172","milk","herd","0",0,13,"JOL Mixed A","cow","Study1","B","Study Phase","80","Recall1",6018
"190","w10006808","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","30","Recall1",2432
"191","w10056093","milk","herd","0",0,13,"JOL Mixed A","cow","Study1","B","Study Phase","70","Recall1",10741
"192","w10056185","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","97","Recall1",2579
"193","w10058966_ah","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","63","Recall1",1539
"194","w10070287_arm","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","99","Recall1",2040
"195","w10074516","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","94","Recall1",2856
"196","w10080170","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","99","Recall1",5000
"197","w10082287","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","75","Recall1",2342
"198","w10082458","graze","herd","0.2",0,13,"JOL Mixed A","cow","Study1","B","Study Phase","48","Recall1",11998
"199","w10084563@usm.edu","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","100","Recall1",3160
"200","w10091258_kj","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","100","Recall1",3685
"201","w10093220BEB","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","10","Recall1",3831
"202","w10093220BEB","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase2","90","Recall2",2697
"203","w10111651","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","55","Recall1",2401
"204","w10111651","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase2","100","Recall2",1788
"205","w310126","bell","herd","0.25",0,13,"JOL Mixed A","cow","Study1","B","Study Phase","30","Recall1",3525
"206","w911072","herd","herd","1",1,13,"JOL Mixed A","cow","Study1","B","Study Phase","99","Recall1",4107
"207","10029010","life","business","0.25",0,13,"JOL Mixed A","death","Study1","U","Study Phase","80","Recall1",6300
"208","10080744","","business","0",0,13,"JOL Mixed A","death","Study1","U","Study Phase","10","Recall1",15799
"209","60f9335d7ab4c823703f0566","","business","0",0,13,"JOL Mixed A","death","Study1","U","Study Phase","40","Recall1",3169
"210","610f3b5db7929524cd37e09e","","business","0",0,13,"JOL Mixed A","death","Study1","U","Study Phase","50","Recall1",3865
"211","610ffce1f0bccd9e5ae26172","","business","0",0,13,"JOL Mixed A","death","Study1","U","Study Phase","5","Recall1",1205
"212","w10006808","business","business","1",1,13,"JOL Mixed A","death","Study1","U","Study Phase","0","Recall1",3439
"213","w10056093","life","business","0.25",0,13,"JOL Mixed A","death","Study1","U","Study Phase","40","Recall1",4286
"214","w10056185","business","business","1",1,13,"JOL Mixed A","death","Study1","U","Study Phase","15","Recall1",3111
"215","w10058966_ah","business","business","1",1,13,"JOL Mixed A","death","Study1","U","Study Phase","20","Recall1",4521
"216","w10070287_arm","business","business","1",1,13,"JOL Mixed A","death","Study1","U","Study Phase","34","Recall1",4854
"217","w10074516","bye","business","0.25",0,13,"JOL Mixed A","death","Study1","U","Study Phase","5","Recall1",6359
"218","w10080170","buisness","business","1",1,13,"JOL Mixed A","death","Study1","U","Study Phase","0","Recall1",4324
"219","w10082287","hate","business","0.125",0,13,"JOL Mixed A","death","Study1","U","Study Phase","0","Recall1",14802
"220","w10082458","","business","0",0,13,"JOL Mixed A","death","Study1","U","Study Phase","10","Recall1",2066
"221","w10084563@usm.edu","valleu","business","0.25",0,13,"JOL Mixed A","death","Study1","U","Study Phase","20","Recall1",3284
"222","w10091258_kj","","business","0",0,13,"JOL Mixed A","death","Study1","U","Study Phase","0","Recall1",2176
"223","w10093220BEB","","business","0",0,13,"JOL Mixed A","death","Study1","U","Study Phase","70","Recall1",22995
"224","w10111651","life","business","0.25",0,13,"JOL Mixed A","death","Study1","U","Study Phase","0","Recall1",3113
"225","w310126","grave","business","0.125",0,13,"JOL Mixed A","death","Study1","U","Study Phase","0","Recall1",8010
"226","w911072","business","business","1",1,13,"JOL Mixed A","death","Study1","U","Study Phase","20","Recall1",13963
"227","10029010","discussion","sight","0.2",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","76","Recall1",8129
"228","10080744","talk","sight","0.2",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","30","Recall1",3164
"229","60f9335d7ab4c823703f0566","sight","sight","1",1,13,"JOL Mixed A","debate","Study1","U","Study Phase","40","Recall1",19636
"230","610f3b5db7929524cd37e09e","","sight","0",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","10","Recall1",1916
"231","610ffce1f0bccd9e5ae26172","","sight","0",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","5","Recall1",3014
"232","w10006808","talk","sight","0.2",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","0","Recall1",6433
"233","w10056093","argue","sight","0.2",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","1","Recall1",3852
"234","w10056185","conversation","sight","0",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","34","Recall1",3502
"235","w10058966_ah","","sight","0",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","1","Recall1",1971
"236","w10070287_arm","","sight","0",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","18","Recall1",2493
"237","w10074516","sick","sight","0.4",0,13,"JOL Mixed A","debate","Study1","U","Study Phase","24","Recall1",7201
